"ObservationDate","ObservationTime","EntryDateTime","StationNumber","StationName","Latitude","Longitude","TotalPrecipAmt","NewSnowDepth","NewSnowSWE","TotalSnowDepth","TotalSnowSWE","DateTimeStamp"
2025-06-30," 07:00 AM"," 2025-06-30 07:04 AM"," VI-SC-20"," Frederiksted 1.7 ESE",17.7032,-64.858," T"," NA"," NA"," NA"," NA"," 2025-06-30 11:04 AM"
2025-06-30," 07:00 AM"," 2025-06-30 08:12 AM"," VI-SC-30"," Christiansted 1.7 SW",17.73127,-64.72735," 0.00"," 0.0"," NA"," NA"," NA"," 2025-06-30 12:12 PM"
2025-06-30," 07:00 AM"," 2025-07-01 08:21 AM"," VI-SC-35"," Frederiksted 1.3 ENE",17.72178,-64.863771," 0.01"," NA"," NA"," NA"," NA"," 2025-07-01 12:20 PM"
2025-06-30," 07:00 AM"," 2025-07-01 09:54 AM"," VI-SJ-5"," Cruz Bay 1.6 E",18.32408,-64.757555," 0.00"," 0.0"," NA"," NA"," NA"," 2025-07-01 01:54 PM"
2025-06-30," 08:00 AM"," 2025-06-30 07:31 AM"," VI-SC-34"," Frederiksted 1.9 NE",17.730031,-64.859085," 0.02"," NA"," NA"," NA"," NA"," 2025-06-30 11:31 AM"
2025-06-30," 08:00 AM"," 2025-06-30 08:02 AM"," VI-ST-14"," Nadir 0.3 E (Tropical Marine)",18.319722,-64.871667," 0.13"," NA"," NA"," NA"," NA"," 2025-06-30 12:01 PM"
2025-06-30," 08:00 AM"," 2025-06-30 08:04 AM"," VI-SC-10"," Christiansted 1.6 E",17.7432,-64.68275," T"," NA"," NA"," NA"," NA"," 2025-06-30 12:03 PM"
2025-06-30," 08:00 AM"," 2025-06-30 08:59 AM"," VI-SC-24"," Christiansted 2.1 ENE",17.75778,-64.67806," 0.00"," 0.0"," NA"," NA"," NA"," 2025-06-30 12:58 PM"
2025-06-30," 08:00 AM"," 2025-07-01 07:51 AM"," VI-SJ-4"," Cruz Bay 0.8 NE",18.3308178,-64.7731037," 0.00"," 0.0"," NA"," NA"," NA"," 2025-07-01 11:51 AM"
2025-06-30," 08:00 AM"," 2025-07-01 08:17 AM"," VI-ST-15"," Charlotte Amalie West 1.3 N",18.3574,-64.9598," 0.00"," 0.0"," NA"," NA"," NA"," 2025-07-01 12:16 PM"
2025-06-29," 06:00 AM"," 2025-06-30 05:59 AM"," VI-SJ-10"," Cruz Bay 3.1 NNW",18.36111,-64.80611," 0.00"," 0.0"," NA"," NA"," NA"," 2025-06-30 09:58 AM"
2025-06-29," 06:00 AM"," 2025-06-30 03:19 PM"," VI-SC-23"," Christiansted 6.5 W",17.741,-64.806," 0.00"," 0.0"," NA"," NA"," NA"," 2025-06-30 07:19 PM"
2025-06-29," 07:00 AM"," 2025-06-29 07:04 AM"," VI-SC-20"," Frederiksted 1.7 ESE",17.7032,-64.858," 0.36"," NA"," NA"," NA"," NA"," 2025-06-29 11:03 AM"
2025-06-29," 07:00 AM"," 2025-06-29 08:02 AM"," VI-SC-30"," Christiansted 1.7 SW",17.73127,-64.72735," 0.29"," NA"," NA"," NA"," NA"," 2025-06-29 12:01 PM"
2025-06-29," 07:00 AM"," 2025-06-29 01:02 PM"," VI-SC-35"," Frederiksted 1.3 ENE",17.72178,-64.863771," 0.32"," NA"," NA"," NA"," NA"," 2025-06-29 05:02 PM"
2025-06-29," 07:00 AM"," 2025-06-29 04:20 PM"," VI-SJ-5"," Cruz Bay 1.6 E",18.32408,-64.757555," 0.02"," NA"," NA"," NA"," NA"," 2025-06-29 08:20 PM"
2025-06-29," 08:00 AM"," 2025-06-29 07:11 AM"," VI-SJ-4"," Cruz Bay 0.8 NE",18.3308178,-64.7731037," 0.00"," 0.0"," NA"," NA"," NA"," 2025-06-29 11:11 AM"
2025-06-29," 08:00 AM"," 2025-06-29 08:21 AM"," VI-ST-15"," Charlotte Amalie West 1.3 N",18.3574,-64.9598," 0.00"," 0.0"," NA"," NA"," NA"," 2025-06-29 12:20 PM"
2025-06-29," 08:00 AM"," 2025-06-29 08:24 AM"," VI-SC-10"," Christiansted 1.6 E",17.7432,-64.68275," 0.41"," NA"," NA"," NA"," NA"," 2025-06-29 12:23 PM"
2025-06-29," 08:00 AM"," 2025-06-29 09:03 AM"," VI-SC-24"," Christiansted 2.1 ENE",17.75778,-64.67806," 0.81"," NA"," NA"," NA"," NA"," 2025-06-29 01:03 PM"
2025-06-29," 08:00 AM"," 2025-06-29 05:15 PM"," VI-SC-34"," Frederiksted 1.9 NE",17.730031,-64.859085," 0.23"," NA"," NA"," NA"," NA"," 2025-06-29 09:14 PM"
2025-06-28," 05:59 AM"," 2025-06-28 05:59 AM"," VI-SJ-10"," Cruz Bay 3.1 NNW",18.36111,-64.80611," 0.37"," NA"," NA"," NA"," NA"," 2025-06-28 09:59 AM"
2025-06-28," 06:00 AM"," 2025-06-28 06:12 PM"," VI-SC-23"," Christiansted 6.5 W",17.741,-64.806," 0.07"," NA"," NA"," NA"," NA"," 2025-06-28 10:12 PM"
2025-06-28," 07:00 AM"," 2025-06-28 07:01 AM"," VI-ST-13"," Charlotte Amalie 1.2 NNW",18.3614921876628,-64.9382825445628," 0.19"," NA"," NA"," NA"," NA"," 2025-06-28 11:01 AM"
2025-06-28," 07:00 AM"," 2025-06-28 07:05 AM"," VI-SC-20"," Frederiksted 1.7 ESE",17.7032,-64.858," 0.01"," NA"," NA"," NA"," NA"," 2025-06-28 11:05 AM"
2025-06-28," 07:00 AM"," 2025-06-28 07:29 AM"," VI-SC-35"," Frederiksted 1.3 ENE",17.72178,-64.863771," 0.06"," NA"," NA"," NA"," NA"," 2025-06-28 11:29 AM"
2025-06-28," 07:00 AM"," 2025-06-28 07:41 AM"," VI-SC-30"," Christiansted 1.7 SW",17.73127,-64.72735," 0.05"," NA"," NA"," NA"," NA"," 2025-06-28 11:40 AM"
2025-06-28," 07:00 AM"," 2025-06-29 04:20 PM"," VI-SJ-5"," Cruz Bay 1.6 E",18.32408,-64.757555," 0.06"," NA"," NA"," NA"," NA"," 2025-06-29 08:20 PM"
2025-06-28," 07:00 AM"," 2025-06-29 06:17 PM"," VI-ST-5"," Charlotte Amalie West 4.2 WNW",18.357626,-65.022032," 0.08"," NA"," NA"," NA"," NA"," 2025-06-29 10:17 PM"
2025-06-28," 08:00 AM"," 2025-06-28 08:02 AM"," VI-SJ-4"," Cruz Bay 0.8 NE",18.3308178,-64.7731037," 0.07"," NA"," NA"," NA"," NA"," 2025-06-28 12:02 PM"
2025-06-28," 08:00 AM"," 2025-06-28 08:06 AM"," VI-ST-15"," Charlotte Amalie West 1.3 N",18.3574,-64.9598," 0.25"," NA"," NA"," NA"," NA"," 2025-06-28 12:06 PM"
2025-06-28," 08:00 AM"," 2025-06-28 08:31 AM"," VI-SC-10"," Christiansted 1.6 E",17.7432,-64.68275," 0.07"," NA"," NA"," NA"," NA"," 2025-06-28 12:30 PM"
2025-06-28," 08:00 AM"," 2025-06-28 10:09 AM"," VI-SC-34"," Frederiksted 1.9 NE",17.730031,-64.859085," 0.06"," NA"," NA"," NA"," NA"," 2025-06-28 02:08 PM"
2025-06-28," 08:00 AM"," 2025-06-29 09:04 AM"," VI-SC-24"," Christiansted 2.1 ENE",17.75778,-64.67806," 0.00"," 0.0"," NA"," NA"," NA"," 2025-06-29 01:04 PM"
2025-06-27," 06:00 AM"," 2025-06-27 06:19 AM"," VI-SJ-10"," Cruz Bay 3.1 NNW",18.36111,-64.80611," 0.00"," 0.0"," NA"," NA"," NA"," 2025-06-27 10:19 AM"
2025-06-27," 06:00 AM"," 2025-06-27 01:42 PM"," VI-SC-23"," Christiansted 6.5 W",17.741,-64.806," 0.03"," NA"," NA"," NA"," NA"," 2025-06-27 05:41 PM"
2025-06-27," 07:00 AM"," 2025-06-27 07:03 AM"," VI-ST-13"," Charlotte Amalie 1.2 NNW",18.3614921876628,-64.9382825445628," 0.00"," 0.0"," NA"," NA"," NA"," 2025-06-27 11:02 AM"
2025-06-27," 07:00 AM"," 2025-06-27 07:04 AM"," VI-SC-20"," Frederiksted 1.7 ESE",17.7032,-64.858," 0.01"," NA"," NA"," NA"," NA"," 2025-06-27 11:04 AM"
2025-06-27," 07:00 AM"," 2025-06-27 07:36 AM"," VI-SC-30"," Christiansted 1.7 SW",17.73127,-64.72735," 0.00"," 0.0"," NA"," NA"," NA"," 2025-06-27 11:36 AM"
2025-06-27," 07:00 AM"," 2025-06-27 08:42 AM"," VI-SJ-5"," Cruz Bay 1.6 E",18.32408,-64.757555," 0.00"," 0.0"," NA"," NA"," NA"," 2025-06-27 12:42 PM"
2025-06-27," 07:00 AM"," 2025-06-29 06:21 PM"," VI-ST-5"," Charlotte Amalie West 4.2 WNW",18.357626,-65.022032," 0.00"," 0.0"," NA"," NA"," NA"," 2025-06-29 10:20 PM"
2025-06-27," 08:00 AM"," 2025-06-27 07:23 AM"," VI-SC-10"," Christiansted 1.6 E",17.7432,-64.68275," 0.00"," 0.0"," NA"," NA"," NA"," 2025-06-27 11:22 AM"
2025-06-27," 08:00 AM"," 2025-06-27 08:30 AM"," VI-SC-24"," Christiansted 2.1 ENE",17.75778,-64.67806," 0.00"," 0.0"," NA"," NA"," NA"," 2025-06-27 12:30 PM"
2025-06-27," 08:00 AM"," 2025-06-27 02:42 PM"," VI-ST-14"," Nadir 0.3 E (Tropical Marine)",18.319722,-64.871667," 0.00"," 0.0"," NA"," NA"," NA"," 2025-06-27 06:41 PM"
2025-06-27," 08:00 AM"," 2025-06-28 08:03 AM"," VI-SJ-4"," Cruz Bay 0.8 NE",18.3308178,-64.7731037," 0.00"," 0.0"," NA"," NA"," NA"," 2025-06-28 12:02 PM"
2025-06-27," 08:00 AM"," 2025-06-28 08:07 AM"," VI-ST-15"," Charlotte Amalie West 1.3 N",18.3574,-64.9598," T"," NA"," NA"," NA"," NA"," 2025-06-28 12:06 PM"
2025-06-27," 08:00 AM"," 2025-06-28 10:09 AM"," VI-SC-34"," Frederiksted 1.9 NE",17.730031,-64.859085," 0.00"," 0.0"," NA"," NA"," NA"," 2025-06-28 02:08 PM"
2025-06-26," 07:00 AM"," 2025-06-29 06:21 PM"," VI-ST-5"," Charlotte Amalie West 4.2 WNW",18.357626,-65.022032," 0.00"," 0.0"," NA"," NA"," NA"," 2025-06-29 10:20 PM"
2025-06-26," 08:00 AM"," 2025-06-27 07:16 AM"," VI-ST-15"," Charlotte Amalie West 1.3 N",18.3574,-64.9598," 0.00"," 0.0"," NA"," NA"," NA"," 2025-06-27 11:16 AM"
2025-06-26," 08:00 AM"," 2025-06-27 02:42 PM"," VI-ST-14"," Nadir 0.3 E (Tropical Marine)",18.319722,-64.871667," 0.00"," 0.0"," NA"," NA"," NA"," 2025-06-27 06:41 PM"
2025-06-26," 06:00 AM"," 2025-06-26 05:59 AM"," VI-SJ-10"," Cruz Bay 3.1 NNW",18.36111,-64.80611," 0.00"," 0.0"," NA"," NA"," NA"," 2025-06-26 09:58 AM"
2025-06-26," 06:00 AM"," 2025-06-26 02:44 PM"," VI-SC-23"," Christiansted 6.5 W",17.741,-64.806," 0.00"," 0.0"," NA"," NA"," NA"," 2025-06-26 06:43 PM"
2025-06-26," 07:00 AM"," 2025-06-26 07:00 AM"," VI-ST-13"," Charlotte Amalie 1.2 NNW",18.3614921876628,-64.9382825445628," 0.00"," 0.0"," NA"," NA"," NA"," 2025-06-26 11:00 AM"
2025-06-26," 07:00 AM"," 2025-06-26 07:10 AM"," VI-SC-20"," Frederiksted 1.7 ESE",17.7032,-64.858," 0.00"," 0.0"," NA"," NA"," NA"," 2025-06-26 11:10 AM"
2025-06-26," 07:00 AM"," 2025-06-26 07:36 AM"," VI-SC-30"," Christiansted 1.7 SW",17.73127,-64.72735," 0.00"," 0.0"," NA"," NA"," NA"," 2025-06-26 11:35 AM"
2025-06-26," 07:00 AM"," 2025-06-26 09:28 AM"," VI-SJ-5"," Cruz Bay 1.6 E",18.32408,-64.757555," 0.00"," 0.0"," NA"," NA"," NA"," 2025-06-26 01:28 PM"
2025-06-26," 08:00 AM"," 2025-06-26 07:21 AM"," VI-SC-10"," Christiansted 1.6 E",17.7432,-64.68275," 0.00"," 0.0"," NA"," NA"," NA"," 2025-06-26 11:21 AM"
2025-06-26," 08:00 AM"," 2025-06-26 08:11 AM"," VI-SJ-4"," Cruz Bay 0.8 NE",18.3308178,-64.7731037," 0.00"," 0.0"," NA"," NA"," NA"," 2025-06-26 12:10 PM"
2025-06-26," 08:00 AM"," 2025-06-26 08:47 AM"," VI-SC-24"," Christiansted 2.1 ENE",17.75778,-64.67806," 0.00"," 0.0"," NA"," NA"," NA"," 2025-06-26 12:46 PM"
2025-06-25," 06:00 AM"," 2025-06-25 09:43 AM"," VI-SC-23"," Christiansted 6.5 W",17.741,-64.806," 0.00"," 0.0"," NA"," NA"," NA"," 2025-06-25 01:42 PM"
2025-06-25," 06:00 AM"," 2025-06-26 05:59 AM"," VI-SJ-10"," Cruz Bay 3.1 NNW",18.36111,-64.80611," 0.00"," 0.0"," NA"," NA"," NA"," 2025-06-26 09:59 AM"
2025-06-25," 07:00 AM"," 2025-06-25 07:24 AM"," VI-ST-13"," Charlotte Amalie 1.2 NNW",18.3614921876628,-64.9382825445628," 0.00"," 0.0"," NA"," NA"," NA"," 2025-06-25 11:23 AM"
2025-06-25," 07:00 AM"," 2025-06-25 07:47 AM"," VI-SC-20"," Frederiksted 1.7 ESE",17.7032,-64.858," 0.00"," 0.0"," NA"," NA"," NA"," 2025-06-25 11:46 AM"
2025-06-25," 07:00 AM"," 2025-06-25 07:58 AM"," VI-SC-30"," Christiansted 1.7 SW",17.73127,-64.72735," 0.00"," 0.0"," NA"," NA"," NA"," 2025-06-25 11:57 AM"
2025-06-25," 07:00 AM"," 2025-06-25 04:58 PM"," VI-SJ-5"," Cruz Bay 1.6 E",18.32408,-64.757555," 0.00"," 0.0"," NA"," NA"," NA"," 2025-06-25 08:57 PM"
2025-06-25," 08:00 AM"," 2025-06-25 08:00 AM"," VI-ST-15"," Charlotte Amalie West 1.3 N",18.3574,-64.9598," 0.00"," 0.0"," NA"," NA"," NA"," 2025-06-25 12:00 PM"
2025-06-25," 08:00 AM"," 2025-06-25 10:15 AM"," VI-SC-10"," Christiansted 1.6 E",17.7432,-64.68275," 0.02"," NA"," NA"," NA"," NA"," 2025-06-25 02:15 PM"
2025-06-25," 08:00 AM"," 2025-06-25 03:17 PM"," VI-SC-24"," Christiansted 2.1 ENE",17.75778,-64.67806," T"," NA"," NA"," NA"," NA"," 2025-06-25 07:17 PM"
2025-06-25," 08:00 AM"," 2025-06-26 08:10 AM"," VI-SJ-4"," Cruz Bay 0.8 NE",18.3308178,-64.7731037," 0.00"," 0.0"," NA"," NA"," NA"," 2025-06-26 12:10 PM"
2025-06-24," 06:00 AM"," 2025-06-24 05:52 AM"," VI-SJ-10"," Cruz Bay 3.1 NNW",18.36111,-64.80611," 0.05"," NA"," NA"," NA"," NA"," 2025-06-24 09:52 AM"
2025-06-24," 06:00 AM"," 2025-06-24 09:48 AM"," VI-SC-23"," Christiansted 6.5 W",17.741,-64.806," 0.10"," NA"," NA"," NA"," NA"," 2025-06-24 01:48 PM"
2025-06-24," 07:00 AM"," 2025-06-24 07:01 AM"," VI-SC-20"," Frederiksted 1.7 ESE",17.7032,-64.858," 0.14"," NA"," NA"," NA"," NA"," 2025-06-24 11:00 AM"
2025-06-24," 07:00 AM"," 2025-06-24 07:10 AM"," VI-ST-13"," Charlotte Amalie 1.2 NNW",18.3614921876628,-64.9382825445628," T"," NA"," NA"," NA"," NA"," 2025-06-24 11:09 AM"
2025-06-24," 07:00 AM"," 2025-06-24 07:41 AM"," VI-SC-30"," Christiansted 1.7 SW",17.73127,-64.72735," 0.03"," NA"," NA"," NA"," NA"," 2025-06-24 11:41 AM"
2025-06-24," 07:00 AM"," 2025-06-24 09:58 AM"," VI-SJ-5"," Cruz Bay 1.6 E",18.32408,-64.757555," T"," NA"," NA"," NA"," NA"," 2025-06-24 01:57 PM"
2025-06-24," 07:06 AM"," 2025-06-24 09:10 AM"," VI-SC-25"," Christiansted 4.4 W",17.7541136,-64.7739261," 0.15"," NA"," NA"," NA"," NA"," 2025-06-24 01:10 PM"
2025-06-24," 08:00 AM"," 2025-06-24 07:25 AM"," VI-SC-10"," Christiansted 1.6 E",17.7432,-64.68275," 0.00"," 0.0"," NA"," NA"," NA"," 2025-06-24 11:25 AM"
2025-06-24," 08:00 AM"," 2025-06-24 08:33 AM"," VI-SC-34"," Frederiksted 1.9 NE",17.730031,-64.859085," 0.03"," NA"," NA"," NA"," NA"," 2025-06-24 12:33 PM"
2025-06-24," 08:00 AM"," 2025-06-24 08:43 AM"," VI-SJ-4"," Cruz Bay 0.8 NE",18.3308178,-64.7731037," 0.03"," NA"," NA"," NA"," NA"," 2025-06-24 12:42 PM"
2025-06-24," 08:00 AM"," 2025-06-24 09:15 AM"," VI-SC-24"," Christiansted 2.1 ENE",17.75778,-64.67806," 0.05"," NA"," NA"," NA"," NA"," 2025-06-24 01:15 PM"
2025-06-23," 06:00 AM"," 2025-06-23 03:06 PM"," VI-SC-23"," Christiansted 6.5 W",17.741,-64.806," 0.26"," NA"," NA"," NA"," NA"," 2025-06-23 07:06 PM"
2025-06-23," 06:00 AM"," 2025-06-24 05:53 AM"," VI-SJ-10"," Cruz Bay 3.1 NNW",18.36111,-64.80611," 0.00"," 0.0"," NA"," NA"," NA"," 2025-06-24 09:52 AM"
2025-06-23," 06:39 AM"," 2025-06-23 06:42 AM"," VI-SC-25"," Christiansted 4.4 W",17.7541136,-64.7739261," 0.25"," NA"," NA"," NA"," NA"," 2025-06-23 10:42 AM"
2025-06-23," 07:00 AM"," 2025-06-23 07:14 AM"," VI-ST-13"," Charlotte Amalie 1.2 NNW",18.3614921876628,-64.9382825445628," T"," NA"," NA"," NA"," NA"," 2025-06-23 11:13 AM"
2025-06-23," 07:00 AM"," 2025-06-23 07:50 AM"," VI-SC-30"," Christiansted 1.7 SW",17.73127,-64.72735," 0.61"," NA"," NA"," NA"," NA"," 2025-06-23 11:49 AM"
2025-06-23," 07:00 AM"," 2025-06-25 07:49 AM"," VI-SC-20"," Frederiksted 1.7 ESE",17.7032,-64.858," 0.13"," 0.0"," NA"," NA"," NA"," 2025-06-25 11:48 AM"
2025-06-23," 07:00 AM"," 2025-06-23 09:52 AM"," VI-SJ-5"," Cruz Bay 1.6 E",18.32408,-64.757555," 0.02"," NA"," NA"," NA"," NA"," 2025-06-23 01:52 PM"
2025-06-23," 08:00 AM"," 2025-06-23 07:36 AM"," VI-SC-34"," Frederiksted 1.9 NE",17.730031,-64.859085," 0.16"," NA"," NA"," NA"," NA"," 2025-06-23 11:36 AM"
2025-06-23," 08:00 AM"," 2025-06-23 08:52 AM"," VI-SC-10"," Christiansted 1.6 E",17.7432,-64.68275," 0.16"," NA"," NA"," NA"," NA"," 2025-06-23 12:51 PM"
2025-06-23," 08:00 AM"," 2025-06-24 08:43 AM"," VI-SJ-4"," Cruz Bay 0.8 NE",18.3308178,-64.7731037," 0.00"," 0.0"," NA"," NA"," NA"," 2025-06-24 12:42 PM"
2025-06-23," 08:00 AM"," 2025-06-24 09:16 AM"," VI-SC-24"," Christiansted 2.1 ENE",17.75778,-64.67806," 0.00"," 0.0"," NA"," NA"," NA"," 2025-06-24 01:15 PM"
2025-06-22," 06:00 AM"," 2025-06-23 03:07 PM"," VI-SC-23"," Christiansted 6.5 W",17.741,-64.806," 0.02"," NA"," NA"," NA"," NA"," 2025-06-23 07:06 PM"
2025-06-22," 07:00 AM"," 2025-06-22 07:24 AM"," VI-ST-13"," Charlotte Amalie 1.2 NNW",18.3614921876628,-64.9382825445628," 0.11"," NA"," NA"," NA"," NA"," 2025-06-22 11:24 AM"
2025-06-22," 07:00 AM"," 2025-06-22 08:25 AM"," VI-SC-30"," Christiansted 1.7 SW",17.73127,-64.72735," 0.04"," NA"," NA"," NA"," NA"," 2025-06-22 12:25 PM"
2025-06-22," 07:00 AM"," 2025-06-22 10:25 AM"," VI-SC-20"," Frederiksted 1.7 ESE",17.7032,-64.858," 0.00"," 0.0"," NA"," NA"," NA"," 2025-06-22 02:25 PM"
2025-06-22," 07:00 AM"," 2025-06-22 10:39 AM"," VI-SJ-5"," Cruz Bay 1.6 E",18.32408,-64.757555," 0.00"," 0.0"," NA"," NA"," NA"," 2025-06-22 02:39 PM"
2025-06-22," 07:19 AM"," 2025-06-22 07:23 AM"," VI-SC-25"," Christiansted 4.4 W",17.7541136,-64.7739261," T"," NA"," NA"," NA"," NA"," 2025-06-22 11:23 AM"
2025-06-22," 08:00 AM"," 2025-06-22 08:12 AM"," VI-SC-10"," Christiansted 1.6 E",17.7432,-64.68275," 0.00"," 0.0"," NA"," NA"," NA"," 2025-06-22 12:11 PM"
2025-06-22," 08:00 AM"," 2025-06-22 08:39 AM"," VI-SJ-4"," Cruz Bay 0.8 NE",18.3308178,-64.7731037," 0.02"," NA"," NA"," NA"," NA"," 2025-06-22 12:39 PM"
2025-06-22," 08:00 AM"," 2025-06-22 09:39 AM"," VI-ST-15"," Charlotte Amalie West 1.3 N",18.3574,-64.9598," 0.01"," NA"," NA"," NA"," NA"," 2025-06-22 01:38 PM"
2025-06-22," 08:00 AM"," 2025-06-22 12:24 PM"," VI-SC-34"," Frederiksted 1.9 NE",17.730031,-64.859085," 0.01"," NA"," NA"," NA"," NA"," 2025-06-22 04:23 PM"
2025-06-22," 08:00 AM"," 2025-06-22 04:05 PM"," VI-SC-24"," Christiansted 2.1 ENE",17.75778,-64.67806," 0.00"," 0.0"," NA"," NA"," NA"," 2025-06-22 08:04 PM"
2025-06-22," 08:23 AM"," 2025-06-22 08:23 AM"," VI-SJ-10"," Cruz Bay 3.1 NNW",18.36111,-64.80611," 0.15"," NA"," NA"," NA"," NA"," 2025-06-22 12:23 PM"
2025-06-21," 06:00 AM"," 2025-06-21 05:55 AM"," VI-SJ-10"," Cruz Bay 3.1 NNW",18.36111,-64.80611," 0.00"," 0.0"," NA"," NA"," NA"," 2025-06-21 09:55 AM"
2025-06-21," 06:00 AM"," 2025-06-23 03:07 PM"," VI-SC-23"," Christiansted 6.5 W",17.741,-64.806," 0.08"," NA"," NA"," NA"," NA"," 2025-06-23 07:06 PM"
2025-06-21," 07:00 AM"," 2025-06-21 08:49 AM"," VI-SC-20"," Frederiksted 1.7 ESE",17.7032,-64.858," 0.05"," 0.0"," NA"," NA"," NA"," 2025-06-21 12:49 PM"
2025-06-21," 07:00 AM"," 2025-06-21 09:20 AM"," VI-SC-30"," Christiansted 1.7 SW",17.73127,-64.72735," 0.08"," NA"," NA"," NA"," NA"," 2025-06-21 01:20 PM"
2025-06-21," 07:00 AM"," 2025-06-22 10:40 AM"," VI-SJ-5"," Cruz Bay 1.6 E",18.32408,-64.757555," 0.00"," 0.0"," NA"," NA"," NA"," 2025-06-22 02:39 PM"
2025-06-21," 07:29 AM"," 2025-06-21 02:36 PM"," VI-SC-25"," Christiansted 4.4 W",17.7541136,-64.7739261," 0.11"," NA"," NA"," NA"," NA"," 2025-06-21 06:36 PM"
2025-06-21," 08:00 AM"," 2025-06-21 07:47 AM"," VI-SC-10"," Christiansted 1.6 E",17.7432,-64.68275," 0.10"," NA"," NA"," NA"," NA"," 2025-06-21 11:47 AM"
2025-06-21," 08:00 AM"," 2025-06-21 08:19 AM"," VI-ST-15"," Charlotte Amalie West 1.3 N",18.3574,-64.9598," 0.00"," 0.0"," NA"," NA"," NA"," 2025-06-21 12:19 PM"
2025-06-21," 08:00 AM"," 2025-06-21 11:54 AM"," VI-SC-24"," Christiansted 2.1 ENE",17.75778,-64.67806," 0.23"," NA"," NA"," NA"," NA"," 2025-06-21 03:54 PM"
2025-06-20," 06:00 AM"," 2025-06-20 05:54 AM"," VI-SJ-10"," Cruz Bay 3.1 NNW",18.36111,-64.80611," 0.01"," NA"," NA"," NA"," NA"," 2025-06-20 09:53 AM"
2025-06-20," 06:00 AM"," 2025-06-23 03:08 PM"," VI-SC-23"," Christiansted 6.5 W",17.741,-64.806," 0.00"," 0.0"," NA"," NA"," NA"," 2025-06-23 07:07 PM"
2025-06-20," 07:00 AM"," 2025-06-20 09:13 AM"," VI-SC-20"," Frederiksted 1.7 ESE",17.7032,-64.858," 0.01"," 0.0"," NA"," NA"," NA"," 2025-06-20 01:13 PM"
2025-06-20," 07:00 AM"," 2025-06-20 09:52 AM"," VI-SJ-5"," Cruz Bay 1.6 E",18.32408,-64.757555," 0.00"," 0.0"," NA"," NA"," NA"," 2025-06-20 01:52 PM"
2025-06-20," 07:06 AM"," 2025-06-21 02:37 PM"," VI-SC-25"," Christiansted 4.4 W",17.7541136,-64.7739261," 0.00"," 0.0"," NA"," NA"," NA"," 2025-06-21 06:36 PM"
