ObservationDate,ObservationTime,EntryDateTime,StationNumber,StationName,Latitude,Longitude,TotalPrecipAmt,NewSnowDepth,NewSnowSWE,TotalSnowDepth,TotalSnowSWE,DateTimeStamp
2025-06-30, 07:00 AM, 2025-06-30 08:12 AM, VI-SC-30, Christiansted 1.7 SW, 17.73127, -64.72735, 0.00, 0.0, NA, NA, NA, 2025-06-30 12:12 PM
2025-06-30, 07:00 AM, 2025-07-01 08:21 AM, VI-SC-35, Frederiksted 1.3 ENE, 17.72178, -64.863771, 0.01, NA, NA, NA, NA, 2025-07-01 12:20 PM
2025-06-30, 07:00 AM, 2025-07-01 09:54 AM, VI-SJ-5, Cruz Bay 1.6 E, 18.32408, -64.757555, 0.00, 0.0, NA, NA, NA, 2025-07-01 01:54 PM
2025-06-30, 08:00 AM, 2025-06-30 07:31 AM, VI-SC-34, Frederiksted 1.9 NE, 17.730031, -64.859085, 0.02, NA, NA, NA, NA, 2025-06-30 11:31 AM
2025-06-30, 08:00 AM, 2025-06-30 08:02 AM, VI-ST-14, Nadir 0.3 E (Tropical Marine), 18.319722, -64.871667, 0.13, NA, NA, NA, NA, 2025-06-30 12:01 PM
2025-06-30, 08:00 AM, 2025-06-30 08:04 AM, VI-SC-10, Christiansted 1.6 E, 17.7432, -64.68275, T, NA, NA, NA, NA, 2025-06-30 12:03 PM
2025-06-30, 08:00 AM, 2025-06-30 08:59 AM, VI-SC-24, Christiansted 2.1 ENE, 17.75778, -64.67806, 0.00, 0.0, NA, NA, NA, 2025-06-30 12:58 PM
2025-06-30, 08:00 AM, 2025-07-01 07:51 AM, VI-SJ-4, Cruz Bay 0.8 NE, 18.3308178, -64.7731037, 0.00, 0.0, NA, NA, NA, 2025-07-01 11:51 AM
2025-06-30, 08:00 AM, 2025-07-01 08:17 AM, VI-ST-15, Charlotte Amalie West 1.3 N, 18.3574, -64.9598, 0.00, 0.0, NA, NA, NA, 2025-07-01 12:16 PM
2025-06-29, 06:00 AM, 2025-06-30 05:59 AM, VI-SJ-10, Cruz Bay 3.1 NNW, 18.36111, -64.80611, 0.00, 0.0, NA, NA, NA, 2025-06-30 09:58 AM
2025-06-29, 06:00 AM, 2025-06-30 03:19 PM, VI-SC-23, Christiansted 6.5 W, 17.741, -64.806, 0.00, 0.0, NA, NA, NA, 2025-06-30 07:19 PM
2025-06-29, 07:00 AM, 2025-06-29 07:04 AM, VI-SC-20, Frederiksted 1.7 ESE, 17.7032, -64.858, 0.36, NA, NA, NA, NA, 2025-06-29 11:03 AM
2025-06-29, 07:00 AM, 2025-06-29 08:02 AM, VI-SC-30, Christiansted 1.7 SW, 17.73127, -64.72735, 0.29, NA, NA, NA, NA, 2025-06-29 12:01 PM
2025-06-29, 07:00 AM, 2025-06-29 09:04 AM, VI-SC-32, , 0, -0, 0.30, NA, NA, NA, NA, 2025-06-29 01:04 PM
2025-06-29, 07:00 AM, 2025-06-29 01:02 PM, VI-SC-35, Frederiksted 1.3 ENE, 17.72178, -64.863771, 0.32, NA, NA, NA, NA, 2025-06-29 05:02 PM
2025-06-29, 07:00 AM, 2025-06-29 04:20 PM, VI-SJ-5, Cruz Bay 1.6 E, 18.32408, -64.757555, 0.02, NA, NA, NA, NA, 2025-06-29 08:20 PM
2025-06-29, 08:00 AM, 2025-06-29 07:11 AM, VI-SJ-4, Cruz Bay 0.8 NE, 18.3308178, -64.7731037, 0.00, 0.0, NA, NA, NA, 2025-06-29 11:11 AM
2025-06-29, 08:00 AM, 2025-06-29 08:21 AM, VI-ST-15, Charlotte Amalie West 1.3 N, 18.3574, -64.9598, 0.00, 0.0, NA, NA, NA, 2025-06-29 12:20 PM
2025-06-29, 08:00 AM, 2025-06-29 08:24 AM, VI-SC-10, Christiansted 1.6 E, 17.7432, -64.68275, 0.41, NA, NA, NA, NA, 2025-06-29 12:23 PM
2025-06-29, 08:00 AM, 2025-06-29 09:03 AM, VI-SC-24, Christiansted 2.1 ENE, 17.75778, -64.67806, 0.81, NA, NA, NA, NA, 2025-06-29 01:03 PM
2025-06-29, 08:00 AM, 2025-06-29 05:15 PM, VI-SC-34, Frederiksted 1.9 NE, 17.730031, -64.859085, 0.23, NA, NA, NA, NA, 2025-06-29 09:14 PM
2025-06-28, 05:59 AM, 2025-06-28 05:59 AM, VI-SJ-10, Cruz Bay 3.1 NNW, 18.36111, -64.80611, 0.37, NA, NA, NA, NA, 2025-06-28 09:59 AM
2025-06-28, 06:00 AM, 2025-06-28 06:12 PM, VI-SC-23, Christiansted 6.5 W, 17.741, -64.806, 0.07, NA, NA, NA, NA, 2025-06-28 10:12 PM
2025-06-28, 07:00 AM, 2025-06-28 07:01 AM, VI-ST-13, Charlotte Amalie 1.2 NNW, 18.3614921876628, -64.9382825445628, 0.19, NA, NA, NA, NA, 2025-06-28 11:01 AM
2025-06-28, 07:00 AM, 2025-06-28 07:05 AM, VI-SC-20, Frederiksted 1.7 ESE, 17.7032, -64.858, 0.01, NA, NA, NA, NA, 2025-06-28 11:05 AM
2025-06-28, 07:00 AM, 2025-06-28 07:29 AM, VI-SC-35, Frederiksted 1.3 ENE, 17.72178, -64.863771, 0.06, NA, NA, NA, NA, 2025-06-28 11:29 AM
2025-06-28, 07:00 AM, 2025-06-28 07:41 AM, VI-SC-30, Christiansted 1.7 SW, 17.73127, -64.72735, 0.05, NA, NA, NA, NA, 2025-06-28 11:40 AM
2025-06-28, 07:00 AM, 2025-06-29 04:20 PM, VI-SJ-5, Cruz Bay 1.6 E, 18.32408, -64.757555, 0.06, NA, NA, NA, NA, 2025-06-29 08:20 PM
2025-06-28, 07:00 AM, 2025-06-29 06:17 PM, VI-ST-5, Charlotte Amalie West 4.2 WNW, 18.357626, -65.022032, 0.08, NA, NA, NA, NA, 2025-06-29 10:17 PM
2025-06-28, 08:00 AM, 2025-06-28 08:02 AM, VI-SJ-4, Cruz Bay 0.8 NE, 18.3308178, -64.7731037, 0.07, NA, NA, NA, NA, 2025-06-28 12:02 PM
2025-06-28, 08:00 AM, 2025-06-28 08:06 AM, VI-ST-15, Charlotte Amalie West 1.3 N, 18.3574, -64.9598, 0.25, NA, NA, NA, NA, 2025-06-28 12:06 PM
2025-06-28, 08:00 AM, 2025-06-28 08:31 AM, VI-SC-10, Christiansted 1.6 E, 17.7432, -64.68275, 0.07, NA, NA, NA, NA, 2025-06-28 12:30 PM
2025-06-28, 08:00 AM, 2025-06-28 10:09 AM, VI-SC-34, Frederiksted 1.9 NE, 17.730031, -64.859085, 0.06, NA, NA, NA, NA, 2025-06-28 02:08 PM
2025-06-28, 08:00 AM, 2025-06-29 09:04 AM, VI-SC-24, Christiansted 2.1 ENE, 17.75778, -64.67806, 0.00, 0.0, NA, NA, NA, 2025-06-29 01:04 PM
2025-06-27, 06:00 AM, 2025-06-27 06:19 AM, VI-SJ-10, Cruz Bay 3.1 NNW, 18.36111, -64.80611, 0.00, 0.0, NA, NA, NA, 2025-06-27 10:19 AM
2025-06-27, 06:00 AM, 2025-06-27 01:42 PM, VI-SC-23, Christiansted 6.5 W, 17.741, -64.806, 0.03, NA, NA, NA, NA, 2025-06-27 05:41 PM
2025-06-27, 07:00 AM, 2025-06-27 07:03 AM, VI-ST-13, Charlotte Amalie 1.2 NNW, 18.3614921876628, -64.9382825445628, 0.00, 0.0, NA, NA, NA, 2025-06-27 11:02 AM
2025-06-27, 07:00 AM, 2025-06-27 07:04 AM, VI-SC-20, Frederiksted 1.7 ESE, 17.7032, -64.858, 0.01, NA, NA, NA, NA, 2025-06-27 11:04 AM
2025-06-27, 07:00 AM, 2025-06-27 07:36 AM, VI-SC-30, Christiansted 1.7 SW, 17.73127, -64.72735, 0.00, 0.0, NA, NA, NA, 2025-06-27 11:36 AM
2025-06-27, 07:00 AM, 2025-06-27 08:42 AM, VI-SJ-5, Cruz Bay 1.6 E, 18.32408, -64.757555, 0.00, 0.0, NA, NA, NA, 2025-06-27 12:42 PM
2025-06-27, 07:00 AM, 2025-06-29 06:21 PM, VI-ST-5, Charlotte Amalie West 4.2 WNW, 18.357626, -65.022032, 0.00, 0.0, NA, NA, NA, 2025-06-29 10:20 PM
2025-06-27, 08:00 AM, 2025-06-27 07:23 AM, VI-SC-10, Christiansted 1.6 E, 17.7432, -64.68275, 0.00, 0.0, NA, NA, NA, 2025-06-27 11:22 AM
2025-06-27, 08:00 AM, 2025-06-27 08:30 AM, VI-SC-24, Christiansted 2.1 ENE, 17.75778, -64.67806, 0.00, 0.0, NA, NA, NA, 2025-06-27 12:30 PM
2025-06-27, 08:00 AM, 2025-06-27 02:42 PM, VI-ST-14, Nadir 0.3 E (Tropical Marine), 18.319722, -64.871667, 0.00, 0.0, NA, NA, NA, 2025-06-27 06:41 PM
2025-06-27, 08:00 AM, 2025-06-28 08:03 AM, VI-SJ-4, Cruz Bay 0.8 NE, 18.3308178, -64.7731037, 0.00, 0.0, NA, NA, NA, 2025-06-28 12:02 PM
2025-06-27, 08:00 AM, 2025-06-28 08:07 AM, VI-ST-15, Charlotte Amalie West 1.3 N, 18.3574, -64.9598, T, NA, NA, NA, NA, 2025-06-28 12:06 PM
2025-06-27, 08:00 AM, 2025-06-28 10:09 AM, VI-SC-34, Frederiksted 1.9 NE, 17.730031, -64.859085, 0.00, 0.0, NA, NA, NA, 2025-06-28 02:08 PM
2025-06-26, 06:00 AM, 2025-06-26 05:59 AM, VI-SJ-10, Cruz Bay 3.1 NNW, 18.36111, -64.80611, 0.00, 0.0, NA, NA, NA, 2025-06-26 09:58 AM
2025-06-26, 06:00 AM, 2025-06-26 02:44 PM, VI-SC-23, Christiansted 6.5 W, 17.741, -64.806, 0.00, 0.0, NA, NA, NA, 2025-06-26 06:43 PM
2025-06-26, 07:00 AM, 2025-06-26 07:00 AM, VI-ST-13, Charlotte Amalie 1.2 NNW, 18.3614921876628, -64.9382825445628, 0.00, 0.0, NA, NA, NA, 2025-06-26 11:00 AM
2025-06-26, 07:00 AM, 2025-06-26 07:10 AM, VI-SC-20, Frederiksted 1.7 ESE, 17.7032, -64.858, 0.00, 0.0, NA, NA, NA, 2025-06-26 11:10 AM
2025-06-26, 07:00 AM, 2025-06-26 07:36 AM, VI-SC-30, Christiansted 1.7 SW, 17.73127, -64.72735, 0.00, 0.0, NA, NA, NA, 2025-06-26 11:35 AM
2025-06-26, 07:00 AM, 2025-06-26 09:28 AM, VI-SJ-5, Cruz Bay 1.6 E, 18.32408, -64.757555, 0.00, 0.0, NA, NA, NA, 2025-06-26 01:28 PM
2025-06-26, 07:00 AM, 2025-06-29 06:21 PM, VI-ST-5, Charlotte Amalie West 4.2 WNW, 18.357626, -65.022032, 0.00, 0.0, NA, NA, NA, 2025-06-29 10:20 PM
2025-06-26, 08:00 AM, 2025-06-26 07:21 AM, VI-SC-10, Christiansted 1.6 E, 17.7432, -64.68275, 0.00, 0.0, NA, NA, NA, 2025-06-26 11:21 AM
2025-06-26, 08:00 AM, 2025-06-26 08:11 AM, VI-SJ-4, Cruz Bay 0.8 NE, 18.3308178, -64.7731037, 0.00, 0.0, NA, NA, NA, 2025-06-26 12:10 PM
2025-06-26, 08:00 AM, 2025-06-26 08:47 AM, VI-SC-24, Christiansted 2.1 ENE, 17.75778, -64.67806, 0.00, 0.0, NA, NA, NA, 2025-06-26 12:46 PM
2025-06-26, 08:00 AM, 2025-06-27 07:16 AM, VI-ST-15, Charlotte Amalie West 1.3 N, 18.3574, -64.9598, 0.00, 0.0, NA, NA, NA, 2025-06-27 11:16 AM
2025-06-26, 08:00 AM, 2025-06-27 02:42 PM, VI-ST-14, Nadir 0.3 E (Tropical Marine), 18.319722, -64.871667, 0.00, 0.0, NA, NA, NA, 2025-06-27 06:41 PM
